Student_ID,Gender,Age,Attendance_Percentage,Study_Hours,Previous_Grades,Parent_Education,Internet_Access,Family_Income,Extra_Activities,School_Type,Final_Exam_Score,Pass_Fail_Status
STU1915,Female,16,89.01237006260797,2.164410988441083,73.9594326369616,Bachelor's,Yes,High,Yes,Public,94,Pass
STU1467,Male,18,92.95833823709754,3.498037070763239,87.67273754211271,Bachelor's,Yes,Low,Yes,Private,100,Pass
STU1174,Male,16,94.2307147878141,1.0,73.21473273401874,High School,Yes,Medium,No,Public,82,Pass
STU1294,Male,17,91.142409815957,3.219773276712558,84.23211920698422,Associate's,No,Low,No,Public,91,Pass
STU1902,Male,15,89.17600400732583,6.539225074464007,70.41626829561854,High School,Yes,Medium,Yes,Public,93,Pass
STU1042,Female,17,90.26992798780104,1.4601054281682786,70.07443737819547,Associate's,Yes,Medium,No,Private,81,Pass
STU1064,Male,16,95.0516202001634,3.888549237666301,91.45977115141584,High School,Yes,High,Yes,Public,95,Pass
STU1165,Male,15,93.01084351679972,10.0,72.8410617025028,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1753,Female,15,92.55671906135294,3.2962693126286577,73.79840509665333,High School,Yes,High,No,Public,89,Pass
STU1132,Male,16,91.60270399131964,1.545673797077323,71.21879353493635,Associate's,Yes,High,No,Public,85,Pass
STU1055,Female,18,97.57365167040112,10.0,40.0,High School,Yes,Medium,Yes,Public,100,Pass
STU1459,Male,15,83.60574430888818,5.467145866240239,60.13515217896218,Bachelor's,Yes,Medium,Yes,Public,85,Pass
STU1309,Female,16,98.51828072243818,4.216954325564829,82.42410325607013,Associate's,No,Medium,No,Public,96,Pass
STU1813,Male,16,96.81323612224556,4.490698513973078,83.54779894656173,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1573,Male,17,88.53906933780829,1.0,66.39136709645446,Associate's,Yes,Low,No,Public,88,Pass
STU1156,Male,17,90.29062061289784,4.268008526093302,66.42088590700995,High School,No,Low,No,Public,79,Pass
STU1176,Male,16,92.96781881925486,3.2519889386264644,52.17698180169856,High School,Yes,High,No,Public,89,Pass
STU1656,Male,18,91.1681652181837,3.006382734739113,78.38957169346435,Bachelor's,Yes,Medium,Yes,Public,98,Pass
STU1865,Male,18,83.41078748383498,1.773951342061447,50.90587860720828,Associate's,Yes,Low,Yes,Public,76,Pass
STU1598,Male,15,97.08336004273193,6.875287824796381,54.12562375943644,High School,Yes,High,No,Public,91,Pass
STU1262,Female,17,94.88623713613092,3.765836616060766,65.50282025910887,Bachelor's,Yes,Medium,Yes,Public,97,Pass
STU1266,Female,15,95.96170321802536,6.514344530679583,69.74276549345939,High School,Yes,High,Yes,Public,100,Pass
STU1067,Male,15,95.47829844933187,5.841262000016791,75.0361018401335,Master's,Yes,Medium,No,Public,100,Pass
STU1791,Male,15,93.22330806515612,4.630742217768811,61.061880375877536,High School,Yes,Medium,Yes,Public,91,Pass
STU1264,Female,16,91.4247324594963,4.967462624837184,60.03711647603532,Associate's,Yes,Medium,Yes,Public,93,Pass
STU1666,Male,18,93.1829572026838,3.450932815201013,61.515973296928486,High School,Yes,Medium,No,Public,87,Pass
STU1476,Female,17,79.17422607906677,5.059761683615973,79.13431352361553,Associate's,Yes,High,Yes,Private,100,Pass
STU1161,Male,17,92.55671906135294,3.854733548386389,67.39578893908464,High School,Yes,Low,Yes,Public,92,Pass
STU1260,Male,16,93.54754262633988,1.032836893262414,75.82047527417599,Bachelor's,No,High,No,Public,92,Pass
STU1879,Male,16,96.8059444619152,2.5539523578375043,100.0,Bachelor's,No,High,No,Public,100,Pass
STU1333,Male,15,91.37326936293036,3.53933660411301,63.07368733052501,Associate's,Yes,Medium,Yes,Private,93,Pass
STU1439,Female,15,85.26555288228268,2.4889816492977124,51.53338090920474,Associate's,Yes,Low,No,Private,80,Pass
STU1429,Male,17,92.55035019932704,7.82126680767206,76.89372017541305,Bachelor's,Yes,Medium,No,Public,100,Pass
STU1951,Female,15,92.22628833507773,5.865172975845052,85.39361146485746,Bachelor's,Yes,High,No,Public,100,Pass
STU1991,Female,17,92.61890483898028,3.165055823819157,71.78703969097927,Associate's,Yes,Low,Yes,Public,97,Pass
STU1475,Female,16,90.55700002811892,4.642668499227366,76.89596552699716,Master's,Yes,Medium,No,Public,100,Pass
STU1942,Female,16,87.77019973985293,4.054969637648982,73.78847640749997,High School,Yes,Medium,No,Private,85,Pass
STU1486,Female,16,84.21631518493135,6.354551539120056,66.40134037407697,High School,Yes,High,No,Public,99,Pass
STU1365,Female,17,98.03589618428089,8.673618943920154,86.58576712361558,High School,Yes,Low,Yes,Public,100,Pass
STU1877,Female,16,92.97303002695162,10.0,54.661232124428885,Master's,No,Medium,No,Public,100,Pass
STU1279,Female,15,92.80942200876024,7.020064756053818,83.23042595063811,Associate's,Yes,Low,No,Public,100,Pass
STU1179,Female,17,96.37879604552822,2.895611870012729,72.06444454603204,High School,Yes,High,No,Public,94,Pass
STU1722,Male,15,91.39203925745346,3.137936275840934,58.42313267837955,Associate's,Yes,Low,Yes,Private,88,Pass
STU1947,Male,16,93.69983573416742,4.662444743199089,66.09217446025158,Associate's,No,Medium,No,Public,89,Pass
STU1842,Female,16,87.93885603346216,5.021244923071297,85.0317947333439,High School,Yes,Medium,Yes,Private,95,Pass
STU1058,Male,16,92.02025551772086,7.3157667230906895,83.7631554326602,Bachelor's,Yes,Medium,Yes,Public,100,Pass
STU1782,Female,18,95.71812343987985,4.559142812229768,71.65992185560248,High School,No,Medium,No,Public,87,Pass
STU1160,Female,15,92.97235454582392,4.897078393459179,70.99317764078043,Associate's,Yes,Low,Yes,Private,97,Pass
STU1764,Female,16,93.33906760550173,2.544554114382146,67.84098502057417,Bachelor's,Yes,Low,Yes,Public,94,Pass
STU1617,Male,18,95.5117258889541,6.867589218716289,69.20053725904327,Associate's,Yes,Low,Yes,Public,98,Pass
STU1910,Male,15,94.9699046582468,6.600276869767011,87.061264998997,Master's,Yes,Medium,No,Private,100,Pass
STU1585,Female,18,95.20579898096416,2.942560902565348,60.79495516631884,Bachelor's,Yes,Medium,Yes,Public,95,Pass
STU1717,Female,15,95.65588921487976,4.880678043615193,91.83298746980256,Bachelor's,Yes,Low,Yes,Private,100,Pass
STU1623,Male,16,90.19565430973093,6.6694658601063335,55.95857758699584,Associate's,No,Low,Yes,Public,89,Pass
STU1691,Male,15,93.14819477222244,3.1694740495984446,79.54319391636454,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1318,Male,17,88.42233030477463,1.7012310425752788,58.952871788707775,High School,No,Medium,Yes,Private,79,Pass
STU1256,Female,16,97.77697318625675,3.888549237666301,87.14360539195637,Bachelor's,Yes,Medium,Yes,Private,100,Pass
STU1707,Male,17,93.18228126384535,2.649238798962819,65.60839376667182,Master's,Yes,Medium,No,Public,88,Pass
STU1551,Female,18,93.58292220996,6.050339406408645,70.81996389369002,High School,Yes,Low,Yes,Private,100,Pass
STU1550,Female,17,87.59839906384039,2.2237856857846143,83.73054242225179,High School,Yes,Medium,No,Public,87,Pass
STU1448,Female,17,84.2965912949914,2.717619683978689,61.61988428386989,Master's,Yes,Low,Yes,Private,87,Pass
STU1386,Female,16,97.32970351873008,5.695187808212568,82.3524590638802,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1020,Male,15,90.41676414265962,1.0,76.69605097013547,Bachelor's,No,Low,No,Public,73,Pass
STU1352,Female,16,95.82534829219593,10.0,89.58860690044872,High School,Yes,High,No,Public,100,Pass
STU1343,Male,18,91.71351958224434,5.963594755008161,77.91803801086604,Bachelor's,Yes,Medium,No,Private,100,Pass
STU1756,Female,17,86.15565277966614,3.206363093248709,67.86406456845577,Associate's,Yes,Low,Yes,Public,82,Pass
STU1668,Male,18,88.61921786094639,1.3369112555772067,67.97061909655044,Associate's,Yes,High,No,Public,89,Pass
STU1157,Female,15,91.18558564308096,3.2127306417234944,67.46574133458127,High School,Yes,Medium,No,Public,89,Pass
STU1599,Male,15,94.77625662422253,2.419340407098423,64.22584741912688,Associate's,Yes,High,No,Public,87,Pass
STU1346,Female,16,90.75995093133086,3.888549237666301,63.297075880346576,Bachelor's,Yes,Medium,No,Public,87,Pass
STU1651,Male,15,89.98852577136111,8.470439820131448,64.00045661185626,High School,Yes,Medium,No,Private,100,Pass
STU1283,Male,16,92.55671906135294,4.018061930743761,66.99737663936983,Bachelor's,Yes,High,Yes,Private,94,Pass
STU1302,Female,18,97.57778120868689,2.43827984829542,82.47519441090549,High School,Yes,High,Yes,Private,97,Pass
STU1834,Male,17,95.22535666443706,1.626863637430232,75.51661309105866,Associate's,Yes,High,No,Private,93,Pass
STU1287,Male,15,92.49757660862076,1.0824139718738155,73.20307784454191,Bachelor's,Yes,Low,No,Public,93,Pass
STU1747,Male,15,86.27822705290654,3.4006293363877083,87.89022284574669,High School,No,Medium,Yes,Public,95,Pass
STU1754,Male,15,90.89815731086136,9.742300382910798,72.13119615891827,High School,Yes,Medium,No,Public,100,Pass
STU1451,Female,16,99.09951480098924,9.57022804695386,66.07526896730135,Bachelor's,Yes,Low,No,Public,100,Pass
STU1166,Female,17,93.01350152809708,4.8360547417753015,65.25353164535683,Associate's,Yes,Low,Yes,Private,98,Pass
STU1313,Male,16,91.74680092757296,5.208068245285146,68.03796398470871,Bachelor's,Yes,Medium,No,Public,100,Pass
STU1755,Male,18,97.74141517906116,4.364043555063131,54.22263624416651,Associate's,Yes,Medium,Yes,Public,88,Pass
STU1473,Male,18,82.73442952875476,10.0,86.0203755953796,High School,Yes,Medium,Yes,Public,100,Pass
STU1373,Male,18,89.71262761947423,1.1406025108976336,66.4326243661871,High School,No,Low,No,Private,76,Pass
STU1415,Female,16,94.9433458555451,5.371078532217771,77.47919818438203,Bachelor's,Yes,Low,No,Public,99,Pass
STU1606,Male,16,82.90680671270184,7.007000194095691,64.66958666151439,High School,Yes,Low,No,Public,91,Pass
STU1167,Male,17,88.65617681382187,1.448702792675003,72.69236666598941,Master's,Yes,High,Yes,Private,94,Pass
STU1678,Male,16,89.221224038119,4.179603662269493,50.81485562969152,High School,Yes,Low,Yes,Public,85,Pass
STU1325,Female,18,88.75076083881501,4.887363825862977,82.35451408679688,Master's,Yes,High,Yes,Private,100,Pass
STU1284,Male,15,86.57803198702133,1.3614014857858234,73.00439278338611,High School,Yes,Low,Yes,Public,83,Pass
STU1894,Male,15,80.17625365780297,6.362670694851419,49.267413648889104,Master's,No,High,Yes,Public,92,Pass
STU1604,Male,16,89.722439075773,5.347420361674622,68.91109671378047,Bachelor's,Yes,Medium,No,Public,97,Pass
STU1182,Male,16,95.73221522843956,2.931073962796093,44.47270098184174,Master's,Yes,Medium,Yes,Public,84,Pass
STU1079,Male,15,93.48714461084175,7.27921476558633,68.35819644171913,High School,Yes,Medium,No,Private,99,Pass
STU1784,Male,17,92.66134799102842,10.0,70.54176386159715,High School,Yes,High,No,Public,100,Pass
STU1383,Female,18,94.79657516713766,2.807673035759753,62.17995019996496,Associate's,Yes,High,No,Private,86,Pass
STU1968,Male,16,89.84949378133881,4.746540331642619,89.90138596108872,Bachelor's,Yes,Low,No,Public,96,Pass
STU1428,Female,18,91.44562147497106,1.0,88.88759647841506,High School,No,Medium,Yes,Public,86,Pass
STU1096,Female,15,83.89412529614413,4.660870875038589,72.35993086431812,High School,Yes,Medium,Yes,Public,93,Pass
STU1899,Male,16,93.90457235900368,2.648230361256836,47.8855193379424,Associate's,Yes,Low,Yes,Public,86,Pass
STU1350,Female,15,87.86634215114333,10.0,97.03650501061622,Associate's,Yes,Low,Yes,Public,100,Pass
STU1660,Female,16,96.77652255057392,3.6091095965966087,61.67391298679741,Bachelor's,Yes,Medium,No,Public,100,Pass
STU1757,Female,18,94.30952111617005,3.819260853375512,72.1483811416384,Associate's,Yes,Low,No,Private,90,Pass
STU1654,Female,16,92.79700261553998,3.333958449373365,79.76743876855238,Master's,Yes,Low,Yes,Private,100,Pass
STU1171,Female,17,94.04262462873167,3.358013038287264,63.669879169375776,Bachelor's,Yes,Medium,Yes,Public,92,Pass
STU1528,Male,16,99.41688815779504,2.2200429269765296,69.7810473734857,Associate's,No,Medium,Yes,Public,85,Pass
STU1846,Male,15,93.5321108296768,6.758863425571048,51.82925900704211,Bachelor's,Yes,High,No,Public,98,Pass
STU1092,Female,17,92.55671906135294,2.8610728720750287,66.6119565555416,Associate's,Yes,Low,Yes,Public,90,Pass
STU1740,Male,16,79.96850371880902,3.888549237666301,59.79739217342586,Associate's,Yes,Medium,No,Public,97,Pass
STU1594,Male,15,78.01527227711141,2.6436940460029232,72.61894907431645,Associate's,Yes,High,Yes,Public,87,Pass
STU1922,Female,15,90.53644694831983,1.0,75.60898820616954,High School,Yes,High,No,Private,85,Pass
STU1493,Male,15,96.91947109474096,4.895370377402399,76.31824757705995,High School,Yes,High,Yes,Public,100,Pass
STU1582,Female,16,90.90203850267748,4.324861443168352,70.31660359971158,Associate's,No,Low,Yes,Public,95,Pass
STU1997,Female,18,96.0509632519434,4.24273292701102,74.22589200382188,Bachelor's,No,Low,No,Public,89,Pass
STU1201,Female,17,97.74448634792336,4.66792438989773,94.76266987398084,Bachelor's,Yes,Low,No,Public,100,Pass
STU1878,Female,16,91.13014602394664,4.371762017612855,64.75216968940948,Associate's,Yes,High,Yes,Public,100,Pass
STU1554,Female,18,88.2165834071626,2.146380475700072,68.75382141714964,High School,Yes,Medium,No,Public,80,Pass
STU1071,Female,16,97.5867048843119,6.670164091804878,91.22653666478011,High School,No,Medium,Yes,Public,100,Pass
STU1793,Female,16,89.6332264783799,4.259013481824544,75.5609817717379,Associate's,Yes,Low,Yes,Private,90,Pass
STU1044,Female,17,92.02189921339294,3.7553303514735807,72.62835476643914,Associate's,No,Low,Yes,Public,91,Pass
STU1293,Female,16,97.69824322759548,2.093181775008607,62.2490906122703,Associate's,Yes,Medium,Yes,Public,87,Pass
STU1200,Female,15,95.60575153337608,5.773898088715622,73.48850169326425,Associate's,Yes,High,Yes,Public,100,Pass
STU1662,Female,16,94.1457632731784,7.997538332580722,80.54348960060719,Bachelor's,Yes,Low,Yes,Public,100,Pass
STU1744,Female,15,88.02050613333762,3.888549237666301,98.4166885474552,Associate's,Yes,Medium,No,Public,100,Pass
STU1427,Male,15,85.87090737302665,4.2574281730283285,79.14273326201042,Associate's,Yes,Medium,Yes,Public,99,Pass
STU1297,Female,15,92.6869602419738,1.6284162388094237,74.03094485782758,Bachelor's,Yes,High,No,Private,94,Pass
STU1144,Male,16,88.67149735092866,2.843917728178311,85.15851355170257,Master's,Yes,High,Yes,Public,100,Pass
STU1954,Female,17,90.86965891888502,3.307451867795865,78.10834024881571,High School,Yes,Medium,No,Public,92,Pass
STU1134,Male,15,93.27571125663336,4.25727799753878,52.05462343738272,Associate's,Yes,Medium,No,Public,91,Pass
STU1950,Female,16,97.42817130097032,5.087996166552416,87.77746189822821,High School,Yes,High,Yes,Public,100,Pass
STU1920,Male,16,96.94679434950218,2.2794294904064487,63.01232283275945,Associate's,Yes,High,No,Public,90,Pass
STU1052,Female,16,84.47288082834106,2.3127982872279835,77.25388519492287,Associate's,Yes,Low,Yes,Public,96,Pass
STU1045,Male,18,94.9234711026489,2.2709763884272265,72.9241679518051,High School,Yes,High,No,Private,92,Pass
STU1921,Female,17,93.9034550419348,1.0,65.32683676525437,High School,Yes,Medium,Yes,Public,84,Pass
STU1769,Male,16,94.85009776989637,3.5807969058382456,81.91331804032644,High School,No,High,Yes,Public,93,Pass
STU1316,Female,17,88.08720217270377,9.875074381271617,71.89240409083513,High School,Yes,Low,Yes,Public,100,Pass
STU1244,Male,17,88.42318558398821,5.012423984099819,52.51477977540507,Associate's,Yes,Medium,Yes,Private,95,Pass
STU1840,Female,15,96.3805166438722,2.482887886388081,81.8286592610484,Associate's,Yes,Medium,No,Public,95,Pass
STU1412,Female,15,93.23373516527542,3.639185101186247,82.15021421362805,High School,Yes,Low,No,Public,93,Pass
STU1889,Male,17,97.10807081872916,2.401215846293873,55.65366130340816,Master's,Yes,Medium,Yes,Public,91,Pass
STU1875,Male,17,100.0,7.70742896787937,86.09025798071185,High School,Yes,Medium,No,Public,96,Pass
STU1505,Female,16,93.46712595063286,9.808889380951443,82.72310448757753,High School,No,Medium,No,Public,100,Pass
STU1194,Female,17,88.46345265488857,4.418987704312013,68.54930267818638,Master's,Yes,Low,No,Public,96,Pass
STU1223,Male,16,91.30188596522224,3.846289324068527,66.88407822158088,Associate's,Yes,High,Yes,Public,100,Pass
STU1721,Female,15,96.03459609671108,6.969220503418308,82.83039552090389,High School,No,Medium,Yes,Public,100,Pass
STU1221,Female,18,92.35587772261594,3.5918720961680304,65.1049196317435,Associate's,No,Low,No,Public,86,Pass
STU1272,Female,18,96.7843874847533,2.7799830687461164,71.86901182711861,High School,Yes,Medium,No,Public,88,Pass
STU1014,Male,15,96.46961059902917,3.0033187675459176,63.38514128508946,Master's,Yes,Medium,Yes,Public,91,Pass
STU1432,Female,16,78.63851548872266,6.202687697616846,83.80708244693342,High School,Yes,Medium,Yes,Public,97,Pass
STU1632,Female,16,97.82860901044045,8.775953827651325,64.31241323836845,High School,Yes,Low,Yes,Public,100,Pass
STU1868,Male,15,88.87414947507841,8.64233464971755,59.64764772013635,Master's,No,Medium,No,Public,100,Pass
STU1212,Female,16,96.42013399760796,3.619781110983358,65.19163433271473,High School,Yes,Medium,No,Public,86,Pass
STU1018,Female,16,82.82498074043302,2.6367150691661028,79.84599867674855,Bachelor's,Yes,Low,No,Public,87,Pass
STU1154,Female,17,96.46121645052344,2.3927234130375994,77.68850773814647,Master's,No,Low,No,Public,90,Pass
STU1828,Male,18,94.59006369031997,5.512938144541781,65.72670062140124,Associate's,Yes,High,Yes,Private,99,Pass
STU1845,Male,18,93.88924452185248,4.312225315726368,98.32323138732085,Associate's,Yes,Medium,No,Public,100,Pass
STU1015,Male,17,97.0567767573162,7.128089257305188,92.51048585223556,High School,Yes,Low,Yes,Public,100,Pass
STU1074,Female,15,92.29693333149508,4.19809767287969,69.0830633270495,High School,Yes,Low,No,Private,94,Pass
STU1957,Female,17,93.59381763966856,1.3641310120851051,64.15587535502331,High School,Yes,Low,No,Public,86,Pass
STU1809,Male,15,85.6166303636217,3.9958026671601217,69.70131409838106,High School,Yes,Low,No,Private,82,Pass
STU1444,Male,16,84.52276622826577,10.0,61.24000206799942,High School,Yes,Low,No,Public,100,Pass
STU1708,Female,15,91.18549536571928,1.0,83.26098506146937,Associate's,Yes,High,No,Public,93,Pass
STU1649,Female,17,96.56023407836508,2.9126997445008924,61.13052745677855,Bachelor's,Yes,High,No,Public,93,Pass
STU1094,Female,16,93.884670242749,5.28170080416916,40.0,Master's,Yes,Low,No,Public,95,Pass
STU1794,Female,17,95.41179129852868,3.888549237666301,64.35845878140532,High School,Yes,Medium,Yes,Private,95,Pass
STU1345,Male,17,91.91761304261328,5.212661267387283,70.87605210132867,High School,Yes,Medium,Yes,Private,95,Pass
STU1804,Female,16,92.29345348091704,2.32635290470613,62.11772859771627,High School,Yes,Medium,Yes,Public,89,Pass
STU1759,Female,15,96.36347517960236,6.32039680840921,51.23392669657092,High School,Yes,Medium,Yes,Public,92,Pass
STU1928,Female,16,97.38824409219592,1.3412095583480288,78.30368955002581,Associate's,Yes,Low,No,Public,88,Pass
STU1216,Male,15,90.81789874949968,9.64320790263315,100.0,Master's,Yes,Medium,No,Private,100,Pass
STU1522,Male,18,77.59826866415403,4.591886826947979,78.69004585240604,Master's,Yes,Medium,Yes,Public,100,Pass
STU1397,Female,16,91.47118035359436,4.5322905573552585,58.677734422170914,Bachelor's,Yes,Medium,No,Public,90,Pass
STU1388,Male,15,92.92604598356934,1.0,89.40104450610903,Associate's,Yes,Medium,No,Public,87,Pass
STU1481,Female,17,84.10236662399619,5.361437510524167,60.65134094977833,Bachelor's,Yes,High,Yes,Public,95,Pass
STU1151,Female,17,80.01748117556295,3.781032319244773,86.96862350369595,Associate's,Yes,Medium,No,Public,92,Pass
STU1969,Female,16,86.56000490075856,2.242243307902976,66.20780083623181,Bachelor's,No,Low,No,Public,87,Pass
STU1512,Male,17,94.50100101049944,3.2384281209254318,81.92332152558235,Associate's,No,Medium,No,Public,94,Pass
STU1298,Male,15,91.38213358746846,3.601844482901164,68.1012622243173,High School,Yes,Medium,Yes,Public,93,Pass
STU1153,Male,17,96.79044444664692,3.950970017391852,75.81175642812762,High School,Yes,High,Yes,Public,95,Pass
STU1800,Female,15,98.37832509522364,1.5998669599689552,98.6192039174504,Associate's,Yes,Medium,No,Public,97,Pass
STU1303,Female,15,81.85520083598644,3.748352439938134,100.0,High School,Yes,Low,No,Private,98,Pass
STU1726,Female,15,92.21969338176856,2.2587577564804864,69.65469751448539,High School,Yes,Medium,Yes,Public,85,Pass
STU1495,Male,17,90.23509009666611,10.0,68.4686326492638,Master's,Yes,Low,No,Private,100,Pass
STU1629,Male,15,93.62078257915584,1.954760015816987,51.67801090997913,Bachelor's,Yes,High,No,Public,83,Pass
STU1783,Male,16,84.11993985298442,8.060481179642434,54.94242375412169,Associate's,Yes,High,Yes,Public,100,Pass
STU1170,Female,16,97.74371728836944,2.6492684695588657,63.417017774188906,High School,Yes,Low,Yes,Public,81,Pass
STU1416,Male,18,86.57541518441904,3.791362827177477,74.56273439627094,Master's,Yes,Low,Yes,Public,96,Pass
STU1931,Male,16,98.3789750939636,2.428498593054153,65.9777809264044,Bachelor's,Yes,Low,No,Public,82,Pass
STU1609,Female,15,82.79195634461817,8.461255275280923,67.55924058593784,Associate's,Yes,Medium,No,Private,100,Pass
STU1046,Female,17,89.15216519666986,6.8847386553186976,79.11374681801145,High School,No,Medium,Yes,Private,100,Pass
STU1410,Male,18,90.2891052804749,4.092664850650137,76.49329469342199,Associate's,Yes,Low,No,Private,100,Pass
STU1746,Female,16,95.01947459181096,7.218280405809875,53.44466497222305,Master's,Yes,High,Yes,Private,100,Pass
STU1113,Female,15,91.06656201321748,2.1675924804108058,88.75617004694213,High School,No,Low,Yes,Private,80,Pass
STU1399,Female,17,92.9201531786308,2.0475823927738324,83.31661735928154,High School,Yes,Low,Yes,Public,91,Pass
STU1603,Male,15,84.70149105436407,2.693712949306444,63.14932842423633,Bachelor's,Yes,Medium,Yes,Public,89,Pass
STU1278,Female,18,89.78296497954261,7.448933593906817,83.61568493129202,High School,Yes,Low,No,Public,100,Pass
STU1497,Female,17,97.5072303422938,4.122049553572528,55.17364817092748,Associate's,Yes,Low,Yes,Public,93,Pass
STU1591,Male,17,88.70336815043395,5.415984722510408,77.8633571569975,High School,Yes,Low,Yes,Public,92,Pass
STU1381,Male,15,92.60029975496592,1.7266357410887003,78.16974991687255,High School,Yes,High,No,Public,96,Pass
STU1680,Female,17,92.1002372287392,2.8661431509215847,61.50432223022335,Bachelor's,Yes,Medium,Yes,Public,91,Pass
STU1438,Female,17,96.27415268015164,4.062503740710052,68.68901435476587,Bachelor's,Yes,Medium,Yes,Private,92,Pass
STU1775,Female,17,98.61825029560832,1.4537831637396814,91.59875419823928,Associate's,Yes,High,No,Public,93,Pass
STU1647,Female,15,92.21758228908612,7.8456961772619636,82.01794201430944,High School,Yes,Medium,No,Public,100,Pass
STU1688,Male,16,90.72657165389025,1.6050445725416664,74.63569903940417,Bachelor's,Yes,Medium,Yes,Public,88,Pass
STU1914,Male,16,91.49315584043008,2.096733376643949,75.66000654251674,Master's,Yes,High,No,Public,84,Pass
STU1311,Male,15,95.25456775752664,6.486962752397124,92.57020159949204,High School,Yes,Low,Yes,Public,100,Pass
STU1391,Female,15,88.1664502820878,7.82508081314682,80.16411093583591,Bachelor's,No,Medium,Yes,Public,100,Pass
STU1542,Female,15,96.64718700637933,3.888549237666301,74.86158168388553,Master's,Yes,Low,Yes,Public,100,Pass
STU1406,Female,16,91.19427947210298,1.458513420597234,95.77829120499204,Associate's,Yes,Low,No,Private,88,Pass
STU1103,Male,18,98.11691300135462,5.142103398291996,79.99138605400879,High School,Yes,High,Yes,Public,100,Pass
STU1714,Male,16,98.8936193397409,6.640276786238999,65.2704663691203,Bachelor's,No,Medium,Yes,Public,99,Pass
STU1239,Female,18,92.49816608189523,7.595483740577183,92.40161892479924,High School,No,Medium,No,Private,100,Pass
STU1026,Female,16,93.59106698460788,3.888549237666301,66.0043751626502,Bachelor's,Yes,Medium,Yes,Private,100,Pass
STU1857,Male,17,89.12402724069926,2.513452581677182,60.21014252520864,High School,Yes,High,Yes,Public,89,Pass
STU1560,Female,18,96.244638166499,5.172857025787566,56.573945723665176,Bachelor's,Yes,Medium,Yes,Private,98,Pass
STU1431,Male,16,95.1872213317238,1.5584790270529212,59.297180660921725,Master's,Yes,Medium,No,Public,96,Pass
STU1159,Male,18,85.39601539126022,2.6785421079465648,52.17105131643835,High School,Yes,Low,Yes,Private,80,Pass
STU1021,Female,17,77.73064624151053,3.039207913204678,61.97810874164991,High School,No,Low,No,Public,81,Pass
STU1290,Female,15,83.10050332713601,10.0,81.0537083972484,Associate's,Yes,Medium,No,Private,100,Pass
STU1588,Male,16,90.19069055813289,1.7264851176157978,58.28885676615285,High School,Yes,Low,No,Private,79,Pass
STU1331,Male,16,95.65227128639764,3.890170874453621,80.4465711338911,Associate's,No,Low,Yes,Private,95,Pass
STU1760,Female,16,94.0540451116631,3.2250977295375978,81.04432679464813,Bachelor's,Yes,High,Yes,Private,98,Pass
STU1377,Female,16,91.57999423970466,6.36538734519675,72.41834898394998,Associate's,Yes,High,No,Public,95,Pass
STU1636,Male,15,93.797058493175,2.7298445664074595,71.47193346069808,Bachelor's,Yes,Medium,No,Private,95,Pass
STU1859,Female,17,96.38805992043947,5.254750008279903,76.44996251203452,High School,Yes,Low,Yes,Private,94,Pass
STU1503,Male,15,90.55712239435142,5.584676484321788,71.32065495282652,Bachelor's,No,Low,Yes,Private,93,Pass
STU1745,Male,16,92.24679271929716,1.7076747661782157,47.25386274302224,High School,Yes,Low,No,Public,66,Pass
STU1980,Female,17,95.89118366660456,1.8198913842564837,74.2016774245388,High School,Yes,High,No,Public,94,Pass
STU1454,Female,16,92.72790637419745,9.439145739734125,57.25505693097374,Associate's,No,Medium,Yes,Public,100,Pass
STU1120,Female,15,90.33165266140264,1.8708526885475316,64.83804974261145,Master's,Yes,Low,No,Public,83,Pass
STU1607,Male,15,93.51171825491316,10.0,78.07047818643501,High School,Yes,Medium,Yes,Public,100,Pass
STU1589,Male,16,90.82924068645676,7.715516607764827,73.83640700849266,High School,Yes,Medium,No,Private,100,Pass
STU1252,Male,16,90.79529600089288,3.142488183084311,91.67164660042916,Bachelor's,Yes,Medium,Yes,Private,100,Pass
STU1580,Male,16,95.30632506790614,10.0,67.68601468025498,Associate's,Yes,Medium,No,Public,100,Pass
STU1648,Female,17,96.4188576483774,3.9811954287107287,64.27877919563667,High School,Yes,Low,Yes,Public,98,Pass
STU1595,Female,17,92.95786448088938,4.756537781339606,89.63616716644461,Bachelor's,Yes,High,Yes,Public,100,Pass
STU1445,Female,18,94.26913880760992,8.374028691842042,40.0,High School,Yes,Low,No,Private,92,Pass
STU1908,Male,16,86.18837860906271,1.866876539190907,65.70781660501976,High School,Yes,Medium,Yes,Public,83,Pass
STU1402,Female,15,96.85238271231904,5.8831026195232585,62.571597349459886,Bachelor's,No,Low,No,Public,98,Pass
STU1818,Male,17,96.2457531535682,1.2571947381710642,77.42516746140825,High School,Yes,Medium,Yes,Public,90,Pass
STU1246,Female,17,90.31612420390206,3.3598484615557496,96.32162842724289,Master's,No,High,No,Private,100,Pass
STU1146,Male,18,96.84042157118895,2.5017548041406177,49.56116780500305,Master's,Yes,Medium,No,Public,89,Pass
STU1351,Female,18,84.0736661476449,3.743654286012677,75.34694838098332,High School,Yes,Low,No,Public,90,Pass
STU1695,Male,16,93.86797788912988,5.175978434989911,85.40241794724886,High School,Yes,Medium,Yes,Public,99,Pass
